Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
1960,Rome,Gymnastics,Artistic G.,"muratova, sofiya",URS,Women,Team Competition,Gold,Summer
1960,Rome,Gymnastics,Artistic G.,"nikolaeva, margarita",URS,Women,Team Competition,Gold,Summer
1960,Rome,Gymnastics,Artistic G.,"caslavska, vera",TCH,Women,Team Competition,Silver,Summer
1960,Rome,Gymnastics,Artistic G.,"ruzickova, hana",TCH,Women,Team Competition,Silver,Summer
1960,Rome,Gymnastics,Artistic G.,"sinova-matouskova, matylda",TCH,Women,Team Competition,Silver,Summer
1960,Rome,Gymnastics,Artistic G.,"svedova, ludmila",TCH,Women,Team Competition,Silver,Summer
1960,Rome,Gymnastics,Artistic G.,"tacova-tkacikova, adolfina",TCH,Women,Team Competition,Silver,Summer
1960,Rome,Gymnastics,Artistic G.,"vechtova-bosakova, eva",TCH,Women,Team Competition,Silver,Summer
1960,Rome,Gymnastics,Artistic G.,"lyukhina-zamotailova, tamara",URS,Women,Uneven Bars,Bronze,Summer
1960,Rome,Gymnastics,Artistic G.,"astakhova, polina",URS,Women,Uneven Bars,Gold,Summer
1960,Rome,Gymnastics,Artistic G.,"latynina, larisa",URS,Women,Uneven Bars,Silver,Summer
1960,Rome,Gymnastics,Artistic G.,"portnoi, vladimir",URS,Men,Vault,Bronze,Summer
1960,Rome,Gymnastics,Artistic G.,"ono, takashi",JPN,Men,Vault,Gold,Summer
1960,Rome,Gymnastics,Artistic G.,"shakhlin, boris",URS,Men,Vault,Gold,Summer
1960,Rome,Gymnastics,Artistic G.,"latynina, larisa",URS,Women,Vault,Bronze,Summer
1960,Rome,Gymnastics,Artistic G.,"nikolaeva, margarita",URS,Women,Vault,Gold,Summer
1960,Rome,Gymnastics,Artistic G.,"muratova, sofiya",URS,Women,Vault,Silver,Summer
1960,Rome,Hockey,Hockey,"amat fontanals, pedro",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"caballer soteras, francisco",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"calzado de castro, juan angel",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"colomer ribas, jose",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"del coso iglesias, carlos",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"dinares massague, jose antonio",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"dualde santos de la madrid, eduardo",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"dualde santos de la madrid, joaquin",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"egusquiza basterra, rafael",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"macaya santos de la madrid, ignacio",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"murua leguizamon, pedro",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"roig junyent, pedro",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"usoz quintana, luis maria",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"ventallo surralles, narciso",ESP,Men,Hockey,Bronze,Summer
1960,Rome,Hockey,Hockey,"abdul, hamid",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"abdul, rashid i",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"abdul, waheed",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"bashir, ahmad",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"ghulam, rasul",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"khan, anwar ahmad",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"khursheed, aslam",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"kiddi, habib ali",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"manzoor, hussain atif",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"mushtaq, ahmed",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"mutti, ullah",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"nasir, ahmad",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"noor, alam",PAK,Men,Hockey,Gold,Summer
1960,Rome,Hockey,Hockey,"antic, joseph",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"claudius, leslie walter",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"lal sharma, jaman",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"lal, mohinder",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"laxman, shankar",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"peter, john victor",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"sawant, govind",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"singh bhola, raghbir",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"singh kullar, udham",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"singh, charanjit",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"singh, jaswant",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"singh, joginder",IND,Men,Hockey,Silver,Summer
1960,Rome,Hockey,Hockey,"singh, prithipal",IND,Men,Hockey,Silver,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"beck, robert lee",USA,Men,Individual Competition,Bronze,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"nemeth, ferenc",HUN,Men,Individual Competition,Gold,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"nagy, imre",HUN,Men,Individual Competition,Silver,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"beck, robert lee",USA,Men,Team Competition,Bronze,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"daniels, jack tupper",USA,Men,Team Competition,Bronze,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"lambert, george howard jr.",USA,Men,Team Competition,Bronze,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"balczo, andras",HUN,Men,Team Competition,Gold,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"nagy, imre",HUN,Men,Team Competition,Gold,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"nemeth, ferenc",HUN,Men,Team Competition,Gold,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"novikov, igor",URS,Men,Team Competition,Silver,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"selg, hanno",URS,Men,Team Competition,Silver,Summer
1960,Rome,Modern Pentathlon,Modern Pentath.,"tatarinov, nikolai",URS,Men,Team Competition,Silver,Summer
1960,Rome,Rowing,Rowing,"lehtelä, veli veikko",FIN,Men,Coxless Pair (2-),Bronze,Summer
1960,Rome,Rowing,Rowing,"pitkänen, toimi johannes",FIN,Men,Coxless Pair (2-),Bronze,Summer
1960,Rome,Rowing,Rowing,"boreiko, valentin",URS,Men,Coxless Pair (2-),Gold,Summer
1960,Rome,Rowing,Rowing,"golovanov, oleg",URS,Men,Coxless Pair (2-),Gold,Summer
1960,Rome,Rowing,Rowing,"kloimstein, josef",AUT,Men,Coxless Pair (2-),Silver,Summer
1960,Rome,Rowing,Rowing,"sageder, alfred",AUT,Men,Coxless Pair (2-),Silver,Summer
1960,Rome,Rowing,Rowing,"hürlimann, ernst",SUI,Men,Double Sculls (2X),Bronze,Summer
1960,Rome,Rowing,Rowing,"larcher, rolf",SUI,Men,Double Sculls (2X),Bronze,Summer
1960,Rome,Rowing,Rowing,"kozak, vaclav",TCH,Men,Double Sculls (2X),Gold,Summer
1960,Rome,Rowing,Rowing,"schmidt, pavel",TCH,Men,Double Sculls (2X),Gold,Summer
1960,Rome,Rowing,Rowing,"berkutov, aleksandr",URS,Men,Double Sculls (2X),Silver,Summer
1960,Rome,Rowing,Rowing,"tyukalov, yuri",URS,Men,Double Sculls (2X),Silver,Summer
1960,Rome,Rowing,Rowing,"janousek, bohumil",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"jindra, jan",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"konicek, miroslav",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"lundak, jiri",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"lusk, stanislav",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"pavkovic, vaclav",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"pojezny, ludek",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"sveda, jan",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"ventus, josef",TCH,Men,Eight With Coxswain (8+),Bronze,Summer
1960,Rome,Rowing,Rowing,"bittner, klaus",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"hopp, karl heinz",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"lenk, hans",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"padge, willi",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"rulffs, manfred",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"schepke, frank",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"schepke, kraft",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"schröder, walter",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"von groddeck, karl-heinrich",EUA,Men,Eight With Coxswain (8+),Gold,Summer
1960,Rome,Rowing,Rowing,"arnold, donald john",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"biln, sohen",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"d'hondt, ignace walter",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"kuhn, nelson",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"lecky, john",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"loomer, lorne kenneth",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"mckerlich, william arthur m.",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"mckinnon, archibald",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"merwyn, glenn",CAN,Men,Eight With Coxswain (8+),Silver,Summer
1960,Rome,Rowing,Rowing,"akhremchik, igor",URS,Men,Four Without Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"bachurov, yuri",URS,Men,Four Without Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"morkovkin, valentin",URS,Men,Four Without Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"tarabrin, anatoli",URS,Men,Four Without Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"ayrault, arthur delancey jr.",USA,Men,Four Without Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"nash, theodore allison",USA,Men,Four Without Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"sayre, john anthony",USA,Men,Four Without Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"wailes, richard donald",USA,Men,Four Without Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"baraglia, tullio",ITA,Men,Four Without Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"bosatta, renato",ITA,Men,Four Without Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"crosta, giancarlo",ITA,Men,Four Without Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"galante, giuseppe",ITA,Men,Four Without Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"balatti, fulvio",ITA,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"sgheiz, romano",ITA,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"stefanoni, ivo",ITA,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"trincavelli, franco",ITA,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"zucchi, giovanni",ITA,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1960,Rome,Rowing,Rowing,"cintl, gerd",EUA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"effertz, horst",EUA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"litz, jürgen",EUA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"obst, michael",EUA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"riemann, klaus",EUA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1960,Rome,Rowing,Rowing,"dumontois, robert",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"klein, jean",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"martin, claude auguste",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"morel, jacques",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"nosbaum, guy fernand",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1960,Rome,Rowing,Rowing,"draeger, richard arthur",USA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
1960,Rome,Rowing,Rowing,"findlay, conrad francis",USA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
1960,Rome,Rowing,Rowing,"mitchell, henry kent ii",USA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
1960,Rome,Rowing,Rowing,"knubel, bernhard",EUA,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
1960,Rome,Rowing,Rowing,"renneberg, karl heinz",EUA,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
1960,Rome,Rowing,Rowing,"zerta, klaus",EUA,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
1960,Rome,Rowing,Rowing,"bogdanavichus, antanas",URS,Men,Pair-Oared Shell With Coxswain (2+),Silver,Summer
1960,Rome,Rowing,Rowing,"rudakov, igor",URS,Men,Pair-Oared Shell With Coxswain (2+),Silver,Summer
1960,Rome,Rowing,Rowing,"yukna, zigmas",URS,Men,Pair-Oared Shell With Coxswain (2+),Silver,Summer
1960,Rome,Rowing,Rowing,"kocerka, teodor",POL,Men,Single Sculls (1X),Bronze,Summer
1960,Rome,Rowing,Rowing,"ivanov, vyacheslav",URS,Men,Single Sculls (1X),Gold,Summer
1960,Rome,Rowing,Rowing,"hill, achim",EUA,Men,Single Sculls (1X),Silver,Summer
1960,Rome,Sailing,Sailing,"copponex, henri",SUI,Men,5.5M,Bronze,Summer
1960,Rome,Sailing,Sailing,"girard, pierre",SUI,Men,5.5M,Bronze,Summer
1960,Rome,Sailing,Sailing,"metzger, manfred f.",SUI,Men,5.5M,Bronze,Summer
1960,Rome,Sailing,Sailing,"hunt, james hawley",USA,Men,5.5M,Gold,Summer
1960,Rome,Sailing,Sailing,"o'day, george dwyer",USA,Men,5.5M,Gold,Summer
1960,Rome,Sailing,Sailing,"smith, david james",USA,Men,5.5M,Gold,Summer
1960,Rome,Sailing,Sailing,"berntsen, william eldred",DEN,Men,5.5M,Silver,Summer
1960,Rome,Sailing,Sailing,"christensen, steen bach",DEN,Men,5.5M,Silver,Summer
1960,Rome,Sailing,Sailing,"hancke, sören",DEN,Men,5.5M,Silver,Summer
1960,Rome,Sailing,Sailing,"ciciliano, antonio",ITA,Men,Dragon,Bronze,Summer
1960,Rome,Sailing,Sailing,"cosentino, antonio",ITA,Men,Dragon,Bronze,Summer
1960,Rome,Sailing,Sailing,"de stefano, giulio",ITA,Men,Dragon,Bronze,Summer
1960,Rome,Sailing,Sailing,"eskidioglou, odysseus",GRE,Men,Dragon,Gold,Summer
1960,Rome,Sailing,Sailing,h.r.h.konstantin of greece,GRE,Men,Dragon,Gold,Summer
1960,Rome,Sailing,Sailing,"zaimis, georgios",GRE,Men,Dragon,Gold,Summer
1960,Rome,Sailing,Sailing,"calegaris, hector",ARG,Men,Dragon,Silver,Summer
1960,Rome,Sailing,Sailing,"del rio salas, jorge alberto",ARG,Men,Dragon,Silver,Summer
1960,Rome,Sailing,Sailing,"salas chaves, jorge alberto",ARG,Men,Dragon,Silver,Summer
1960,Rome,Sailing,Sailing,"mulka, rolf",EUA,Men,Flying Dutchman,Bronze,Summer
1960,Rome,Sailing,Sailing,"von bredow, ingo",EUA,Men,Flying Dutchman,Bronze,Summer
1960,Rome,Sailing,Sailing,"bergvall, bjorn",NOR,Men,Flying Dutchman,Gold,Summer
1960,Rome,Sailing,Sailing,"lunde, peder jr.",NOR,Men,Flying Dutchman,Gold,Summer
1960,Rome,Sailing,Sailing,"fogh, hans marius",DEN,Men,Flying Dutchman,Silver,Summer
1960,Rome,Sailing,Sailing,"petersen, ole erik gunnar",DEN,Men,Flying Dutchman,Silver,Summer
1960,Rome,Sailing,Sailing,"nelis, andre",BEL,Men,Single-Handed Dinghy (Finn),Bronze,Summer
1960,Rome,Sailing,Sailing,"elvstrom, paul",DEN,Men,Single-Handed Dinghy (Finn),Gold,Summer
1960,Rome,Sailing,Sailing,"chuchelov, aleksandr",URS,Men,Single-Handed Dinghy (Finn),Silver,Summer
1960,Rome,Sailing,Sailing,"halperin, robert sherman",USA,Men,Two-Person Keelboat Open (Star),Bronze,Summer
1960,Rome,Sailing,Sailing,"parks, william wilson",USA,Men,Two-Person Keelboat Open (Star),Bronze,Summer
1960,Rome,Sailing,Sailing,"pinegin, timir",URS,Men,Two-Person Keelboat Open (Star),Gold,Summer
1960,Rome,Sailing,Sailing,"shutkov, fyodor",URS,Men,Two-Person Keelboat Open (Star),Gold,Summer
1960,Rome,Sailing,Sailing,"quina, jose manuel gentil",POR,Men,Two-Person Keelboat Open (Star),Silver,Summer
1960,Rome,Sailing,Sailing,"quina, mario gentil",POR,Men,Two-Person Keelboat Open (Star),Silver,Summer
1960,Rome,Shooting,Shooting,"zabelin, aleksandr",URS,Men,25M Rapid Fire Pistol (60 Shots),Bronze,Summer
1960,Rome,Shooting,Shooting,"mcmillan, william willard",USA,Men,25M Rapid Fire Pistol (60 Shots),Gold,Summer
1960,Rome,Shooting,Shooting,"linnosvuo, pentti tapio akseli",FIN,Men,25M Rapid Fire Pistol (60 Shots),Silver,Summer
1960,Rome,Shooting,Shooting,"borisov, vasili",URS,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze,Summer
1960,Rome,Shooting,Shooting,"hammerer, hubert",AUT,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold,Summer
1960,Rome,Shooting,Shooting,"spillmann, hansrudi",SUI,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver,Summer
1960,Rome,Shooting,Shooting,"yoshikawa, yoshihisa",JPN,Men,50M Pistol (60 Shots),Bronze,Summer
1960,Rome,Shooting,Shooting,"gushchin, aleksei",URS,Men,50M Pistol (60 Shots),Gold,Summer
1960,Rome,Shooting,Shooting,"umarov, makhmud",URS,Men,50M Pistol (60 Shots),Silver,Summer
1960,Rome,Shooting,Shooting,"zähringer, klaus",EUA,Men,50M Rifle 3 Positions (3X40 Shots),Bronze,Summer
1960,Rome,Shooting,Shooting,"shamburkin, viktor",URS,Men,50M Rifle 3 Positions (3X40 Shots),Gold,Summer
1960,Rome,Shooting,Shooting,"niyazov, marat",URS,Men,50M Rifle 3 Positions (3X40 Shots),Silver,Summer
1960,Rome,Shooting,Shooting,"forcella pelliccioni, enrico",VEN,Men,50M Rifle Prone (60 Shots),Bronze,Summer
1960,Rome,Shooting,Shooting,"kohnke, peter",EUA,Men,50M Rifle Prone (60 Shots),Gold,Summer
1960,Rome,Shooting,Shooting,"hill, james enoch",USA,Men,50M Rifle Prone (60 Shots),Silver,Summer
1960,Rome,Shooting,Shooting,"kalinin, sergei",URS,Men,Trap (125 Targets),Bronze,Summer
1960,Rome,Shooting,Shooting,"dumitrescu, ion",ROU,Men,Trap (125 Targets),Gold,Summer
1960,Rome,Shooting,Shooting,"rossini, galliano",ITA,Men,Trap (125 Targets),Silver,Summer
1960,Rome,Weightlifting,Weightlifting,"elm-khah, esmail",IRI,Men,"- 56KG, Total (Bantamweight)",Bronze,Summer
1960,Rome,Weightlifting,Weightlifting,"vinci, charles thomas jr.",USA,Men,"- 56KG, Total (Bantamweight)",Gold,Summer
1960,Rome,Weightlifting,Weightlifting,"miyake, yoshinobu",JPN,Men,"- 56KG, Total (Bantamweight)",Silver,Summer
1960,Rome,Weightlifting,Weightlifting,"schemansky, norbert",USA,Men,"+ 90KG, Total (Heavyweight)",Bronze,Summer
1960,Rome,Weightlifting,Weightlifting,"vlasov, yuri",URS,Men,"+ 90KG, Total (Heavyweight)",Gold,Summer
1960,Rome,Weightlifting,Weightlifting,"bradford, james edward",USA,Men,"+ 90KG, Total (Heavyweight)",Silver,Summer
1960,Rome,Weightlifting,Weightlifting,"mannironi, sebastiano",ITA,Men,"56 - 60KG, Total (Featherweight)",Bronze,Summer
1960,Rome,Weightlifting,Weightlifting,"minaev, yevgeni",URS,Men,"56 - 60KG, Total (Featherweight)",Gold,Summer
1960,Rome,Weightlifting,Weightlifting,"berger, isaac",USA,Men,"56 - 60KG, Total (Featherweight)",Silver,Summer
1960,Rome,Weightlifting,Weightlifting,"wahid aziz, abdul",IRQ,Men,"60 - 67.5KG, Total (Lightweight)",Bronze,Summer
1960,Rome,Weightlifting,Weightlifting,"bushuev, viktor",URS,Men,"60 - 67.5KG, Total (Lightweight)",Gold,Summer
1960,Rome,Weightlifting,Weightlifting,"tan, howe-liang (tiger)",SIN,Men,"60 - 67.5KG, Total (Lightweight)",Silver,Summer
1960,Rome,Weightlifting,Weightlifting,"veres, gyözö",HUN,Men,"67.5 - 75KG, Total (Middleweight)",Bronze,Summer
1960,Rome,Weightlifting,Weightlifting,"kurynov, aleksandr",URS,Men,"67.5 - 75KG, Total (Middleweight)",Gold,Summer
1960,Rome,Weightlifting,Weightlifting,"kono, thomas tamio",USA,Men,"67.5 - 75KG, Total (Middleweight)",Silver,Summer
1960,Rome,Weightlifting,Weightlifting,"bochenek, jan",POL,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze,Summer
1960,Rome,Weightlifting,Weightlifting,"palinski, ireneusz",POL,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold,Summer
1960,Rome,Weightlifting,Weightlifting,"george, james d.",USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver,Summer
1960,Rome,Weightlifting,Weightlifting,"martin, louis george",GBR,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Bronze,Summer
1960,Rome,Weightlifting,Weightlifting,"vorobyev, arkadi",URS,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Gold,Summer
1960,Rome,Weightlifting,Weightlifting,"lomakin, trofim",URS,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Silver,Summer
1960,Rome,Wrestling,Wrestling Free.,"saifpour-saidabadi, mohammad ebrahim",IRI,Men,- 52KG (Flyweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Free.,"bilek, ahmet",TUR,Men,- 52KG (Flyweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Free.,"matsubara, masayuki",JPN,Men,- 52KG (Flyweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Free.,"dzarasov, savkus",URS,Men,+ 87KG (Heavyweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Free.,"dietrich, wilfried",EUA,Men,+ 87KG (Heavyweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Free.,"kaplan, hamit",TUR,Men,+ 87KG (Heavyweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Free.,"trojanowski, tadeusz hipolit",POL,Men,52 - 57KG (Bantamweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Free.,"mccann, terence john",USA,Men,52 - 57KG (Bantamweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Free.,"zalev, nedjet",BUL,Men,52 - 57KG (Bantamweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Free.,"rubashvili, vladimir",URS,Men,57 - 63KG (Featherweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Free.,"dagistanli, mustafa",TUR,Men,57 - 63KG (Featherweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Free.,"kolev, stancho ivanov",BUL,Men,57 - 63KG (Featherweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Free.,"valtchev, enyu dimov",BUL,Men,63 - 67KG (Lightweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Free.,"wilson, shelby autrie",USA,Men,63 - 67KG (Lightweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Free.,"sinyavsky, vladimir",URS,Men,63 - 67KG (Lightweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Free.,"muhammad, bashir",PAK,Men,67 - 73KG (Welterweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Free.,"blubaugh, douglas morton",USA,Men,67 - 73KG (Welterweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Free.,"ogan, ismail",TUR,Men,67 - 73KG (Welterweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Free.,"antonsson, hans",SWE,Men,73 - 79KG (Middleweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Free.,"güngör, hasan",TUR,Men,73 - 79KG (Middleweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Free.,"skhirtladze, georgi",URS,Men,73 - 79KG (Middleweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Free.,"albul, anatoli",URS,Men,79 - 87KG (Light-Heavyweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Free.,"atli, ismet",TUR,Men,79 - 87KG (Light-Heavyweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Free.,"takhti, gholam reza",IRI,Men,79 - 87KG (Light-Heavyweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"paziraye, mohammad",IRI,Men,- 52KG (Flyweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"pirvulescu, dumitru",ROU,Men,- 52KG (Flyweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"sayed, osman",EGY,Men,- 52KG (Flyweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"kubat, karel",TCH,Men,+ 87KG (Super Heavyweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"bogdan, ivan",URS,Men,+ 87KG (Super Heavyweight),Gold,Summer
